Unnamed: 0,checking_balance,months_loan_duration,credit_history,amount,savings_balance,installment_rate,personal_status,other_debtors,property,age,installment_plan,housing,existing_credits,default,dependents,foreign_worker,job,gender,residence_history_months,employment_length_months,telephone_flag,purpose_grouped,employment_stable,employment_risk,residence_stable,residence_risk,stability_score
725,0.0,6,critical,250,6002.0,2,single,none,real estate,41,bank,own,2,0,1,yes,unskilled resident,female,6,30,0,car (new),1,0,0,0,20.4
726,0.0,15,critical,1316,999.0,2,married,none,building society savings,47,none,own,2,0,1,yes,unskilled resident,male,6,30,0,radio/tv,1,0,0,0,20.4
727,-50.0,18,repaid,1882,44.0,4,single,none,other,25,bank,rent,2,1,1,yes,skilled employee,female,96,30,0,radio/tv,1,0,1,0,56.400000000000006
728,118.0,48,fully repaid this bank,6416,74.0,4,single,none,other,59,none,rent,1,1,1,yes,skilled employee,female,24,120,0,business,1,0,1,0,81.6
729,261.0,24,critical,1275,19295.0,2,divorced,none,real estate,36,none,own,2,0,1,yes,skilled employee,male,96,30,1,business,1,0,1,0,56.400000000000006
730,145.0,24,delayed,6403,44.0,1,single,none,other,33,none,own,1,0,1,yes,skilled employee,male,6,6,0,radio/tv,0,0,0,0,6.0
731,-2.0,24,repaid,1987,43.0,2,single,none,real estate,21,none,rent,1,1,2,yes,unskilled resident,male,96,30,0,radio/tv,1,0,1,0,56.400000000000006
732,184.0,8,repaid,760,69.0,4,single,guarantor,real estate,44,none,own,1,0,1,yes,unskilled resident,female,6,66,0,radio/tv,1,0,0,0,42.0
733,0.0,24,repaid,2603,2619.0,2,single,none,other,28,none,rent,1,0,1,yes,skilled employee,female,96,30,1,car (used),1,0,1,0,56.400000000000006
734,0.0,4,critical,3380,13.0,1,single,none,real estate,37,none,own,1,0,2,yes,skilled employee,female,6,66,0,car (new),1,0,0,0,42.0
735,17.0,36,fully repaid this bank,3990,0.0,3,single,none,other,29,bank,own,1,0,1,yes,unemployed non-resident,female,6,6,0,others,0,0,0,0,6.0
736,175.0,24,repaid,11560,1.0,1,single,none,other,23,none,rent,2,1,1,yes,mangement self-employed,female,96,30,0,car (used),1,0,1,0,56.400000000000006
737,-8.0,18,repaid,4380,157.0,3,single,none,other,35,none,own,1,0,2,yes,unskilled resident,male,96,30,1,car (new),1,0,1,0,56.400000000000006
738,0.0,6,critical,6761,57.0,1,single,none,other,45,none,own,2,0,2,yes,mangement self-employed,male,60,66,1,car (new),1,0,1,0,63.6
739,10.0,30,fully repaid,4280,364.0,4,single,none,other,26,none,rent,2,1,1,yes,unskilled resident,female,96,30,0,business,1,0,1,0,56.400000000000006
740,-20.0,24,fully repaid this bank,2325,436.0,2,single,none,other,32,bank,own,1,0,1,yes,skilled employee,male,60,66,0,car (new),1,0,1,0,63.6
741,189.0,10,fully repaid this bank,1048,77.0,4,single,none,real estate,23,stores,own,1,0,1,yes,unskilled resident,male,96,30,0,radio/tv,1,0,1,0,56.400000000000006
742,0.0,21,repaid,3160,0.0,4,single,none,building society savings,41,none,own,1,0,1,yes,skilled employee,male,24,120,1,radio/tv,1,0,1,0,81.6
743,-9.0,24,fully repaid this bank,2483,940.0,4,single,none,real estate,22,stores,own,1,0,1,yes,skilled employee,male,60,30,1,furniture,1,0,1,0,42.0
744,-9.0,39,critical,14179,0.0,4,single,none,building society savings,30,none,own,2,0,1,yes,mangement self-employed,male,96,30,1,furniture,1,0,1,0,56.400000000000006
745,-43.0,13,critical,1797,17.0,3,single,none,building society savings,28,bank,own,2,0,1,yes,unskilled resident,male,6,6,0,business,0,0,0,0,6.0
746,-32.0,15,repaid,2511,4.0,1,single,none,other,23,none,rent,1,0,1,yes,skilled employee,female,96,0,0,car (new),0,1,1,0,38.400000000000006
747,-14.0,12,repaid,1274,75.0,3,single,none,real estate,37,none,own,1,1,1,yes,unskilled resident,female,6,6,0,car (new),0,0,0,0,6.0
748,0.0,21,repaid,5248,0.0,1,single,none,other,26,none,own,1,0,1,yes,skilled employee,male,60,30,0,car (used),1,0,1,0,42.0
749,0.0,15,repaid,3029,94.0,2,single,none,other,33,none,own,1,0,1,yes,skilled employee,male,6,66,0,car (used),1,0,0,0,42.0
750,-44.0,6,repaid,428,26.0,2,single,none,building society savings,49,bank,own,1,0,1,yes,skilled employee,female,6,120,1,furniture,1,0,0,0,74.4
751,-5.0,18,repaid,976,24.0,1,single,none,other,23,none,own,1,1,1,yes,unskilled resident,female,6,6,0,car (new),0,0,0,0,6.0
752,145.0,12,repaid,841,464.0,2,single,none,real estate,23,none,rent,1,0,1,yes,unskilled resident,female,96,66,0,business,1,0,1,0,78.0
753,0.0,30,critical,5771,59.0,4,single,none,other,25,none,own,2,0,1,yes,skilled employee,female,6,66,0,radio/tv,1,0,0,0,42.0
754,0.0,12,delayed,1555,19749.0,4,single,none,other,55,none,for free,2,1,2,yes,skilled employee,male,96,120,0,repairs,1,0,1,0,110.4
755,-38.0,24,repaid,1285,0.0,4,single,none,other,32,none,rent,1,1,1,yes,skilled employee,female,96,66,0,car (new),1,0,1,0,78.0
756,641.0,6,critical,1299,40.0,1,single,none,real estate,74,none,own,3,0,2,no,unemployed non-resident,male,6,30,0,car (new),1,0,0,0,20.4
757,997.0,15,critical,1271,0.0,3,single,none,other,39,none,for free,2,1,1,yes,skilled employee,male,60,30,1,radio/tv,1,0,1,0,42.0
758,0.0,24,repaid,1393,15.0,2,single,guarantor,real estate,31,none,own,1,0,1,yes,skilled employee,male,6,30,1,car (new),1,0,0,0,20.4
759,-37.0,12,critical,691,64.0,4,single,none,building society savings,35,none,own,2,1,1,yes,skilled employee,male,24,120,0,car (new),1,0,1,0,81.6
760,0.0,15,critical,5045,0.0,1,single,none,other,59,none,own,1,0,1,yes,skilled employee,female,96,120,1,car (new),1,0,1,0,110.4
761,-40.0,18,critical,2124,13.0,4,single,none,real estate,24,none,rent,2,1,1,yes,skilled employee,female,96,30,0,furniture,1,0,1,0,56.400000000000006
762,-27.0,12,repaid,2214,76.0,4,single,none,building society savings,24,none,own,1,0,1,yes,unskilled resident,male,60,30,0,radio/tv,1,0,1,0,42.0
763,0.0,21,critical,12680,0.0,4,single,none,other,30,none,for free,1,1,1,yes,mangement self-employed,male,96,120,1,car (new),1,0,1,0,110.4
764,0.0,24,critical,2463,237.0,4,married,none,building society savings,27,none,own,2,0,1,yes,skilled employee,male,24,66,1,car (new),1,0,1,0,49.2
765,40.0,12,repaid,1155,80.0,3,married,guarantor,real estate,40,bank,own,2,0,1,yes,unskilled resident,male,60,120,0,radio/tv,1,0,1,0,96.0
766,-40.0,30,repaid,3108,90.0,2,divorced,none,building society savings,31,none,own,1,1,1,yes,unskilled resident,male,96,6,0,furniture,0,0,1,0,42.00000000000001
767,0.0,10,repaid,2901,0.0,1,single,none,real estate,31,none,rent,1,0,1,yes,skilled employee,female,96,6,0,car (used),0,0,1,0,42.00000000000001
768,57.0,12,critical,3617,97.0,1,single,none,other,28,none,rent,3,0,1,yes,skilled employee,male,96,120,1,furniture,1,0,1,0,110.4
769,0.0,12,critical,1655,91.0,2,single,none,real estate,63,none,own,2,0,1,yes,unskilled resident,male,96,120,1,radio/tv,1,0,1,0,110.4
770,-31.0,24,repaid,2812,0.0,2,single,none,real estate,26,none,rent,1,0,1,yes,skilled employee,female,96,120,0,car (used),1,0,1,0,110.4
771,-11.0,36,critical,8065,5.0,3,single,none,other,25,none,own,2,1,1,yes,mangement self-employed,female,6,30,1,education,1,0,0,0,20.4
772,0.0,21,critical,3275,87.0,1,single,none,other,36,none,own,1,0,1,yes,mangement self-employed,male,96,120,1,car (used),1,0,1,0,110.4
773,0.0,24,critical,2223,410.0,4,single,none,building society savings,52,bank,own,2,0,1,yes,skilled employee,male,96,120,0,radio/tv,1,0,1,0,110.4
774,641.0,12,critical,1480,707.0,2,single,none,other,66,bank,for free,3,0,1,yes,unemployed non-resident,male,96,0,0,car (new),0,1,1,0,38.400000000000006
775,-1.0,24,repaid,1371,0.0,4,single,none,real estate,25,none,rent,1,1,1,yes,skilled employee,female,96,30,0,car (new),1,0,1,0,56.400000000000006
776,0.0,36,critical,3535,78.0,4,single,none,other,37,none,own,2,0,1,yes,skilled employee,male,96,66,1,car (new),1,0,1,0,78.0
777,-15.0,18,repaid,3509,21.0,4,single,guarantor,real estate,25,none,own,1,0,1,yes,skilled employee,female,6,66,0,radio/tv,1,0,0,0,42.0
778,0.0,36,critical,5711,18353.0,4,single,none,other,38,none,own,2,0,1,yes,mangement self-employed,male,6,120,1,car (used),1,0,0,0,74.4
779,20.0,18,repaid,3872,36.0,2,single,none,other,67,none,own,1,0,1,yes,skilled employee,female,96,0,1,repairs,0,1,1,0,38.400000000000006
780,35.0,39,critical,4933,55.0,2,single,guarantor,real estate,25,none,own,2,1,1,yes,skilled employee,male,6,66,0,radio/tv,1,0,0,0,42.0
781,0.0,24,critical,1940,4619.0,4,single,none,real estate,60,none,own,1,0,1,yes,skilled employee,male,96,120,1,car (new),1,0,1,0,110.4
782,162.0,12,fully repaid,1410,61.0,2,single,none,real estate,31,none,own,1,0,1,yes,unskilled resident,male,6,30,1,others,1,0,0,0,20.4
783,134.0,12,repaid,836,400.0,4,single,none,building society savings,23,bank,own,1,1,1,yes,unskilled resident,female,6,6,0,car (new),0,0,0,0,6.0
784,109.0,20,repaid,6468,0.0,1,divorced,none,real estate,60,none,own,1,0,1,yes,mangement self-employed,male,96,0,1,car (used),0,1,1,0,38.400000000000006
785,43.0,18,repaid,1941,12765.0,4,single,none,building society savings,35,none,own,1,0,1,yes,unskilled resident,male,6,30,1,business,1,0,0,0,20.4
786,0.0,22,repaid,2675,554.0,3,single,none,other,40,none,own,1,0,1,yes,skilled employee,male,96,120,0,radio/tv,1,0,1,0,110.4
787,0.0,48,critical,2751,0.0,4,single,none,other,38,none,own,2,0,2,yes,skilled employee,male,24,120,1,car (used),1,0,1,0,81.6
788,142.0,48,delayed,6224,79.0,4,single,none,other,50,none,for free,1,1,1,yes,skilled employee,male,96,120,0,education,1,0,1,0,110.4
789,-18.0,40,critical,5998,76.0,4,single,none,other,27,bank,own,1,1,1,yes,skilled employee,male,24,30,1,education,1,0,1,0,27.6
790,103.0,21,repaid,1188,86.0,2,single,none,building society savings,39,none,own,1,1,2,yes,skilled employee,female,96,120,0,business,1,0,1,0,110.4
791,0.0,24,repaid,6313,0.0,3,single,none,other,41,none,own,1,0,2,yes,mangement self-employed,male,96,120,1,car (used),1,0,1,0,110.4
792,0.0,6,critical,1221,0.0,1,married,none,building society savings,27,none,own,2,0,1,yes,skilled employee,male,6,30,0,furniture,1,0,0,0,20.4
793,512.0,24,repaid,2892,61.0,3,divorced,none,other,51,none,for free,1,0,1,yes,skilled employee,male,96,120,0,furniture,1,0,1,0,110.4
794,0.0,24,repaid,3062,880.0,4,single,none,other,32,none,rent,1,0,1,yes,skilled employee,male,24,120,1,furniture,1,0,1,0,81.6
795,0.0,9,repaid,2301,279.0,2,single,none,building society savings,22,none,rent,1,0,1,yes,skilled employee,female,96,6,0,furniture,0,0,1,0,42.00000000000001
796,-36.0,18,repaid,7511,0.0,1,single,none,building society savings,51,none,for free,1,1,2,yes,skilled employee,male,96,66,1,car (used),1,0,1,0,78.0
797,0.0,12,critical,1258,4.0,2,single,none,building society savings,22,none,rent,2,0,1,yes,unskilled resident,female,96,6,0,furniture,0,0,1,0,42.00000000000001
798,0.0,24,delayed,717,0.0,4,married,none,other,54,none,own,2,0,1,yes,skilled employee,male,96,120,1,car (new),1,0,1,0,110.4
799,98.0,9,repaid,1549,0.0,4,single,none,real estate,35,none,own,1,0,1,yes,unemployed non-resident,male,6,6,0,car (new),0,0,0,0,6.0
800,0.0,24,critical,1597,23.0,4,single,none,other,54,none,for free,2,0,2,yes,skilled employee,male,96,120,0,education,1,0,1,0,110.4
801,32.0,18,critical,1795,79.0,3,single,guarantor,real estate,48,bank,rent,2,0,1,yes,unskilled resident,female,96,120,1,radio/tv,1,0,1,0,110.4
802,-23.0,20,critical,4272,30.0,1,single,none,building society savings,24,none,own,2,0,1,yes,skilled employee,female,96,120,0,furniture,1,0,1,0,110.4
803,0.0,12,critical,976,0.0,4,single,none,other,35,none,own,2,0,1,yes,skilled employee,male,96,120,0,radio/tv,1,0,1,0,110.4
804,3.0,12,repaid,7472,0.0,1,single,none,real estate,24,none,rent,1,0,1,yes,unemployed non-resident,female,6,0,0,car (new),0,1,0,0,2.4000000000000004
805,-4.0,36,repaid,9271,40.0,2,single,none,other,24,none,own,1,1,1,yes,skilled employee,male,6,66,1,car (new),1,0,0,0,42.0
806,99.0,6,repaid,590,14.0,3,married,none,real estate,26,none,own,1,0,1,no,unskilled resident,male,24,0,0,radio/tv,0,1,1,0,9.600000000000001
807,0.0,12,critical,930,0.0,4,single,none,real estate,65,none,own,4,0,1,yes,skilled employee,male,96,120,0,radio/tv,1,0,1,0,110.4
808,188.0,42,fully repaid this bank,9283,31.0,1,single,none,other,55,bank,for free,1,0,1,yes,mangement self-employed,male,6,0,1,car (used),0,1,0,0,2.4000000000000004
809,119.0,15,fully repaid,1778,87.0,2,single,none,real estate,26,none,rent,2,1,1,yes,unemployed non-resident,female,6,6,0,car (new),0,0,0,0,6.0
810,119.0,8,repaid,907,6.0,3,married,none,real estate,26,none,own,1,0,1,yes,skilled employee,male,6,6,1,business,0,0,0,0,6.0
811,109.0,6,repaid,484,94.0,3,married,guarantor,real estate,28,bank,own,1,0,1,yes,unskilled resident,male,24,66,0,radio/tv,1,0,1,0,49.2
812,-13.0,36,critical,9629,34.0,4,single,none,other,24,none,own,2,1,1,yes,skilled employee,male,96,66,1,car (used),1,0,1,0,78.0
813,-16.0,48,repaid,3051,29.0,3,single,none,other,54,none,own,1,1,1,yes,skilled employee,male,96,30,0,others,1,0,1,0,56.400000000000006
814,-9.0,48,repaid,3931,39.0,4,single,none,other,46,none,for free,1,1,2,yes,skilled employee,male,60,30,0,car (new),1,0,1,0,42.0
815,192.0,36,delayed,7432,89.0,2,single,none,building society savings,54,none,rent,1,0,1,yes,skilled employee,female,6,30,0,car (new),1,0,0,0,20.4
816,0.0,6,repaid,1338,851.0,1,divorced,none,real estate,62,none,own,1,0,1,yes,skilled employee,male,96,30,0,others,1,0,1,0,56.400000000000006
817,0.0,6,critical,1554,45.0,1,single,none,other,24,none,rent,2,0,1,yes,skilled employee,female,6,66,1,radio/tv,1,0,0,0,42.0
818,-44.0,36,repaid,15857,87.0,2,divorced,co-applicant,other,43,none,own,1,0,1,yes,mangement self-employed,male,24,0,0,others,0,1,1,0,9.600000000000001
819,-8.0,18,repaid,1345,25.0,4,married,none,real estate,26,bank,own,1,1,1,yes,skilled employee,male,24,30,0,radio/tv,1,0,1,0,27.6
820,0.0,12,repaid,1101,65.0,3,married,none,real estate,27,none,own,2,0,1,yes,skilled employee,male,6,30,1,car (new),1,0,0,0,20.4
821,999.0,12,repaid,3016,64.0,3,married,none,other,24,none,own,1,0,1,yes,skilled employee,male,6,30,0,radio/tv,1,0,0,0,20.4
822,-27.0,36,repaid,2712,26.0,2,single,none,building society savings,41,bank,own,1,1,2,yes,skilled employee,male,6,120,0,furniture,1,0,0,0,74.4
823,-19.0,8,critical,731,51.0,4,single,none,real estate,47,none,own,2,0,1,yes,unskilled resident,male,96,120,0,car (new),1,0,1,0,110.4
824,0.0,18,critical,3780,37.0,3,divorced,none,other,35,none,own,2,0,1,yes,mangement self-employed,male,6,6,1,furniture,0,0,0,0,6.0
825,-36.0,21,critical,1602,0.0,4,married,none,other,30,none,own,2,0,1,yes,skilled employee,male,24,120,1,car (new),1,0,1,0,81.6
826,-32.0,18,critical,3966,5.0,1,single,none,real estate,33,bank,rent,3,1,1,yes,skilled employee,female,96,120,1,car (new),1,0,1,0,110.4
827,0.0,18,fully repaid,4165,75.0,2,single,none,other,36,stores,own,2,1,2,yes,skilled employee,male,6,30,0,business,1,0,0,0,20.4
828,-30.0,36,repaid,8335,0.0,3,single,none,other,47,none,for free,1,1,1,yes,skilled employee,male,96,120,0,car (used),1,0,1,0,110.4
829,10.0,48,delayed,6681,0.0,4,single,none,other,38,none,for free,1,0,2,yes,skilled employee,male,96,30,1,business,1,0,1,0,56.400000000000006
830,0.0,24,delayed,2375,980.0,4,single,none,other,44,none,own,2,0,2,yes,skilled employee,male,6,30,1,business,1,0,0,0,20.4
831,-17.0,18,repaid,1216,47.0,4,single,none,other,23,none,rent,1,1,1,yes,skilled employee,female,24,6,1,car (new),0,0,1,0,13.200000000000001
832,-43.0,45,fully repaid,11816,67.0,2,single,none,other,29,none,rent,2,1,1,yes,skilled employee,male,96,120,0,business,1,0,1,0,110.4
833,16.0,24,repaid,5084,0.0,2,single,none,other,42,none,own,1,0,1,yes,skilled employee,female,96,120,1,radio/tv,1,0,1,0,110.4
834,630.0,15,repaid,2327,38.0,2,single,none,real estate,25,none,own,1,1,1,yes,unskilled resident,female,60,6,0,radio/tv,0,0,1,0,27.6
835,-39.0,12,fully repaid,1082,0.0,4,single,none,other,48,bank,own,2,1,1,yes,skilled employee,male,96,30,0,car (new),1,0,1,0,56.400000000000006
836,0.0,12,repaid,886,0.0,4,single,none,other,21,none,own,1,0,1,yes,skilled employee,female,6,30,0,radio/tv,1,0,0,0,20.4
837,0.0,4,repaid,601,84.0,1,single,none,real estate,23,none,rent,1,0,2,yes,unskilled resident,female,24,6,0,furniture,0,0,1,0,13.200000000000001
838,-39.0,24,critical,2957,11.0,4,single,none,building society savings,63,none,own,2,0,1,yes,skilled employee,male,60,120,1,car (used),1,0,1,0,96.0
839,0.0,24,critical,2611,12.0,4,married,co-applicant,real estate,46,none,own,2,0,1,yes,skilled employee,male,24,120,0,radio/tv,1,0,1,0,81.6
840,-47.0,36,repaid,5179,73.0,4,single,none,building society savings,29,none,own,1,1,1,yes,skilled employee,male,6,66,0,furniture,1,0,0,0,42.0
841,0.0,21,delayed,2993,18.0,3,single,none,real estate,28,stores,own,2,0,1,yes,unskilled resident,male,6,30,0,car (used),1,0,0,0,20.4
842,0.0,18,repaid,1943,85.0,4,single,none,real estate,23,none,own,1,1,1,yes,skilled employee,female,96,6,0,repairs,0,0,1,0,42.00000000000001
843,0.0,24,fully repaid this bank,1559,80.0,4,single,none,other,50,bank,own,1,0,1,yes,skilled employee,male,96,66,1,business,1,0,1,0,78.0
844,0.0,18,repaid,3422,80.0,4,single,none,building society savings,47,bank,own,3,0,2,yes,skilled employee,male,96,120,1,furniture,1,0,1,0,110.4
845,127.0,21,repaid,3976,0.0,2,single,none,other,35,none,own,1,0,1,yes,skilled employee,male,24,66,1,furniture,1,0,1,0,49.2
846,0.0,18,repaid,6761,0.0,2,single,none,other,68,none,rent,2,1,1,yes,skilled employee,male,96,30,0,car (new),1,0,1,0,56.400000000000006
847,0.0,24,repaid,1249,47.0,4,married,none,real estate,28,none,own,1,0,1,yes,skilled employee,male,6,6,0,car (new),0,0,0,0,6.0
848,-49.0,9,repaid,1364,13.0,3,single,none,real estate,59,none,own,1,0,1,yes,skilled employee,male,96,66,0,radio/tv,1,0,1,0,78.0
849,-7.0,12,repaid,709,3.0,4,single,none,real estate,57,stores,own,1,1,1,yes,unskilled resident,male,96,120,0,radio/tv,1,0,1,0,110.4
850,-18.0,20,critical,2235,4.0,4,married,guarantor,building society savings,33,bank,rent,2,1,1,no,skilled employee,male,6,30,0,car (new),1,0,0,0,20.4
851,0.0,24,critical,4042,0.0,3,single,none,building society savings,43,none,own,2,0,1,yes,skilled employee,male,60,66,1,car (used),1,0,1,0,63.6
852,0.0,15,critical,1471,67.0,4,single,none,other,35,none,for free,2,0,1,yes,skilled employee,male,96,30,1,radio/tv,1,0,1,0,56.400000000000006
853,-45.0,18,fully repaid this bank,1442,83.0,4,single,none,other,32,none,for free,2,1,2,yes,unskilled resident,male,60,30,0,car (new),1,0,1,0,42.0
854,0.0,36,delayed,10875,21.0,2,single,none,other,45,none,own,2,0,2,yes,skilled employee,male,6,120,1,car (new),1,0,0,0,74.4
855,0.0,24,repaid,1474,233.0,4,married,none,real estate,33,none,own,1,0,1,yes,skilled employee,male,24,6,1,car (new),0,0,1,0,13.200000000000001
856,0.0,10,repaid,894,0.0,4,single,none,building society savings,40,none,own,1,0,1,yes,skilled employee,female,24,66,1,others,1,0,1,0,49.2
857,0.0,15,critical,3343,3.0,4,single,none,other,28,none,for free,1,0,1,yes,skilled employee,male,6,30,1,furniture,1,0,0,0,20.4
858,-46.0,15,repaid,3959,36.0,3,single,none,building society savings,29,none,own,1,1,1,yes,skilled employee,female,6,30,1,car (new),1,0,0,0,20.4
859,0.0,9,repaid,3577,303.0,1,single,guarantor,real estate,26,none,rent,1,0,2,no,skilled employee,male,6,30,0,car (new),1,0,0,0,20.4
860,0.0,24,critical,5804,19972.0,4,single,none,real estate,27,none,own,2,0,1,yes,skilled employee,male,6,30,0,car (used),1,0,0,0,20.4
861,0.0,18,delayed,2169,76.0,4,married,none,other,28,none,own,1,1,1,yes,skilled employee,male,6,30,1,business,1,0,0,0,20.4
862,-46.0,24,repaid,2439,78.0,4,single,none,real estate,35,none,own,1,1,1,yes,skilled employee,female,96,6,1,radio/tv,0,0,1,0,42.00000000000001
863,0.0,27,critical,4526,11007.0,4,single,none,real estate,32,stores,own,2,0,2,yes,unskilled resident,male,6,6,1,furniture,0,0,0,0,6.0
864,0.0,10,repaid,2210,2.0,2,single,none,real estate,25,bank,rent,1,1,1,yes,unskilled resident,male,6,30,0,furniture,1,0,0,0,20.4
865,0.0,15,repaid,2221,513.0,2,single,none,other,20,none,rent,1,0,1,yes,skilled employee,female,96,30,0,furniture,1,0,1,0,56.400000000000006
866,-10.0,18,repaid,2389,61.0,4,single,none,other,27,stores,own,1,0,1,yes,skilled employee,female,6,6,0,radio/tv,0,0,0,0,6.0
867,0.0,12,critical,3331,78.0,2,single,none,building society savings,42,stores,own,1,0,1,yes,skilled employee,male,96,120,0,furniture,1,0,1,0,110.4
868,0.0,36,repaid,7409,0.0,3,single,none,building society savings,37,none,own,2,0,1,yes,skilled employee,male,6,120,0,business,1,0,0,0,74.4
869,-41.0,12,repaid,652,73.0,4,single,none,building society savings,24,none,rent,1,0,1,yes,skilled employee,female,96,120,0,furniture,1,0,1,0,110.4
870,0.0,36,delayed,7678,620.0,2,single,none,other,40,none,own,2,0,1,yes,skilled employee,female,96,66,1,furniture,1,0,1,0,78.0
871,309.0,6,critical,1343,93.0,1,single,none,real estate,46,none,own,2,0,2,no,skilled employee,male,96,120,0,car (new),1,0,1,0,110.4
872,-44.0,24,critical,1382,287.0,4,single,none,real estate,26,none,own,2,0,1,yes,skilled employee,male,6,66,1,business,1,0,0,0,42.0
873,0.0,15,repaid,874,0.0,4,single,none,real estate,24,none,own,1,0,1,yes,skilled employee,female,6,6,0,others,0,0,0,0,6.0
874,-40.0,12,repaid,3590,98.0,2,single,co-applicant,building society savings,29,none,own,1,0,2,yes,unskilled resident,male,6,30,0,furniture,1,0,0,0,20.4
875,18.0,11,critical,1322,18185.0,4,single,none,other,40,none,own,2,0,1,yes,skilled employee,female,60,30,0,car (new),1,0,1,0,42.0
876,-37.0,18,fully repaid this bank,1940,1.0,3,single,co-applicant,other,36,bank,for free,1,0,1,yes,mangement self-employed,male,96,6,1,radio/tv,0,0,1,0,42.00000000000001
877,0.0,36,repaid,3595,61.0,4,single,none,other,28,none,own,1,0,1,yes,skilled employee,male,6,120,0,radio/tv,1,0,0,0,74.4
878,-43.0,9,repaid,1422,31.0,3,single,none,other,27,none,for free,1,1,1,yes,mangement self-employed,male,6,6,1,car (new),0,0,0,0,6.0
879,0.0,30,critical,6742,0.0,2,single,none,building society savings,36,none,own,2,0,1,yes,skilled employee,male,24,30,0,radio/tv,1,0,1,0,27.6
880,0.0,24,repaid,7814,56.0,3,single,none,other,38,none,own,1,0,1,yes,mangement self-employed,male,24,66,1,car (used),1,0,1,0,49.2
881,0.0,24,repaid,9277,0.0,2,divorced,none,other,48,none,for free,1,0,1,yes,skilled employee,male,96,30,1,car (used),1,0,1,0,56.400000000000006
882,103.0,30,critical,2181,0.0,4,single,none,real estate,36,none,own,2,0,1,yes,skilled employee,male,96,66,0,car (new),1,0,1,0,78.0
883,0.0,18,critical,1098,46.0,4,single,none,other,65,none,own,2,0,1,yes,unemployed non-resident,female,96,0,0,radio/tv,0,1,1,0,38.400000000000006
884,42.0,24,repaid,4057,86.0,3,divorced,none,other,43,none,own,1,1,1,yes,skilled employee,male,24,66,1,furniture,1,0,1,0,49.2
885,-48.0,12,repaid,795,53.0,4,single,none,building society savings,53,none,own,1,1,1,yes,skilled employee,female,96,6,0,education,0,0,1,0,42.00000000000001
886,27.0,24,critical,2825,0.0,4,single,none,other,34,none,own,2,0,2,yes,skilled employee,male,24,66,1,business,1,0,1,0,49.2
887,5.0,48,repaid,15672,19.0,2,single,none,other,23,none,own,1,1,1,yes,skilled employee,male,6,30,1,business,1,0,0,0,20.4
888,0.0,36,critical,6614,90.0,4,single,none,other,34,none,own,2,0,1,yes,mangement self-employed,male,96,120,1,car (new),1,0,1,0,110.4
889,0.0,28,fully repaid this bank,7824,0.0,3,single,guarantor,real estate,40,bank,rent,2,0,2,yes,skilled employee,male,96,6,1,car (used),0,0,1,0,42.00000000000001
890,-26.0,27,critical,2442,12.0,4,single,none,other,43,stores,own,4,0,2,yes,mangement self-employed,male,96,66,1,business,1,0,1,0,78.0
891,0.0,15,critical,1829,75.0,4,single,none,other,46,none,own,2,0,1,yes,skilled employee,male,96,120,1,radio/tv,1,0,1,0,110.4
892,-6.0,12,critical,2171,5.0,4,single,none,building society savings,38,bank,own,2,0,1,no,unskilled resident,male,96,30,0,car (new),1,0,1,0,56.400000000000006
893,31.0,36,critical,5800,63.0,3,single,none,other,34,none,own,2,0,1,yes,skilled employee,male,60,30,1,car (used),1,0,1,0,42.0
894,0.0,18,critical,1169,0.0,4,single,none,building society savings,29,none,own,2,0,1,yes,skilled employee,male,24,30,1,radio/tv,1,0,1,0,27.6
895,0.0,36,delayed,8947,0.0,3,single,none,other,31,stores,own,1,0,2,yes,mangement self-employed,male,6,66,1,car (used),1,0,0,0,42.0
896,-46.0,21,repaid,2606,11.0,4,single,none,building society savings,28,none,rent,1,0,1,yes,mangement self-employed,female,96,6,1,radio/tv,0,0,1,0,42.00000000000001
897,0.0,12,critical,1592,18574.0,3,single,none,building society savings,35,none,own,1,0,1,no,skilled employee,female,6,66,0,furniture,1,0,0,0,42.0
898,0.0,15,repaid,2186,0.0,1,single,none,real estate,33,bank,rent,1,0,1,yes,unskilled resident,female,60,66,0,furniture,1,0,1,0,63.6
899,-41.0,18,repaid,4153,29.0,2,single,co-applicant,other,42,none,own,1,1,1,yes,skilled employee,male,60,30,0,furniture,1,0,1,0,42.0
900,-10.0,16,critical,2625,20.0,2,single,guarantor,building society savings,43,bank,rent,1,1,1,yes,skilled employee,male,96,120,1,car (new),1,0,1,0,110.4
901,0.0,20,critical,3485,0.0,2,divorced,none,real estate,44,none,own,2,0,1,yes,skilled employee,male,96,6,1,car (new),0,0,1,0,42.00000000000001
902,0.0,36,critical,10477,0.0,2,single,none,other,42,none,for free,2,0,1,yes,skilled employee,male,96,120,0,car (used),1,0,1,0,110.4
903,0.0,15,repaid,1386,0.0,4,married,none,real estate,40,none,rent,1,0,1,yes,skilled employee,male,6,30,1,radio/tv,1,0,0,0,20.4
904,0.0,24,repaid,1278,75.0,4,single,none,real estate,36,none,own,1,0,1,yes,mangement self-employed,male,6,120,1,radio/tv,1,0,0,0,74.4
905,-4.0,12,repaid,1107,28.0,2,single,none,real estate,20,none,rent,1,0,2,yes,mangement self-employed,male,6,30,1,radio/tv,1,0,0,0,20.4
906,-42.0,21,repaid,3763,0.0,2,single,co-applicant,real estate,24,none,own,1,0,1,no,unskilled resident,male,6,66,0,car (new),1,0,0,0,42.0
